	count_sam11 sicontrol	count_sam15 siCDCA2	rpkm_sam11 siControl	rpkm_sam15 siCDCA2
MRPL17	343	901	35.10408165	72.68030225
KIAA0141	130	235	6.349142378	9.04623809
OSGIN2	563	652	30.14116562	27.51234963
SPATA45	0	0	0	0
PABPC1L	25	104	1.315727681	4.314075884
LOC93622	109	116	15.82372358	13.27298541
FBXO38	148	126	8.534814316	5.727054876
UPP1	1046	4247	120.2113253	384.7019604
GPRASP2	1	1	0.060917364	0.048014183
NT5E	2081	1708	123.8709226	80.13340483
RRAGC	214	224	18.96061317	15.64282046
HEXIM2	8	12	0.717205546	0.847936511
LOC102606465	20	29	3.652285405	4.174083646
HAP1	8	10	0.489432082	0.482204084
AREG	4	7	0.379540004	0.523508869
DNAJC19	42	39	6.201313378	4.538657731
LINC00640	1	0	0.359267837	0
CNTFR	0	4	0	0.361641642
DNAJB2	103	248	7.981149378	15.14636203
GFPT1	1040	1462	28.93627293	32.06159052
MYADM	606	387	35.01331247	17.62381715
LOC102723557	0	0	0	0
CLIC3	52	30	15.48784645	7.042670715
PLA2G4A	17	18	1.405905355	1.173297396
LOC105372833	0	0	0	0
COL6A4P1	7	22	0.753679705	1.866981005
PGRMC2	346	311	22.10625244	15.6613016
POP4	283	329	26.41768151	24.20653347
CDH8	0	0	0	0
INAFM2	82	170	7.464667231	12.19758796
LOC100996447	5	5	0.738251593	0.581879196
LOC102723517	0	1	0	0.327931918
GPRIN1	79	108	4.546001727	4.898405097
MUC1	274	159	36.09801258	16.51042647
FSTL3	254	715	24.4943117	54.34580211
MAGEA4	0	1	0	0.097624745
SYNM	127	96	4.181752562	2.491462079
CCT6P3	2	12	0.215816865	1.020622334
NPY1R	0	2	0	0.129044203
AATBC	1	1	0.052663445	0.041508564
CYP4F12	0	0	0	0
ZEB1-AS1	31	25	3.392020874	2.156081974
MIR4482	0	0	0	0
ZSCAN23	0	2	0	0.120756961
MDK	46	237	6.618383856	26.87638812
RGS16	1	17	0.099566827	1.334111184
TGM1	2	3	0.174394327	0.206182618
LINC01299	0	0	0	0
SMIM3	68	135	7.054825845	11.03925056
TGIF1	479	807	28.07750768	37.28421586
LOC100128770	0	0	0	0
MIR6737	0	0	0	0
LINC01011	11	10	1.69225651	1.212556394
EPB41L4A	56	57	2.880859412	2.311198949
LINC00865	12	7	0.677490853	0.31149327
LOC101930085	180	201	10.3604407	9.118643131
KYAT3	110	97	12.377378	8.602727002
LATS1	200	276	6.060481101	6.591960941
FAM105A	161	153	5.531440139	4.143164811
CHD3	251	204	7.993000673	5.120292054
POU2F2	2	5	0.067403347	0.13281585
MIB1	1923	1241	48.67228625	24.75726592
FBXO9	259	243	12.58850849	9.30913277
FAM103A1	14	10	2.156521192	1.214099086
RPL23AP7	18	40	2.327088843	4.075950376
DNAJA2	511	854	40.59608692	53.47485086
LOC641746	0	1	0	0.167124673
EPM2AIP1	110	68	3.580604579	1.744620728
PHKA1	106	139	4.166130721	4.30596272
LINC01411	0	0	0	0
LOC101929134	1	0	0.66341513	0
ARHGEF3	75	119	3.795400037	4.746480416
TRIM5	115	186	7.610508356	9.701909267
DRAM2	179	169	22.98209306	17.10218855
WHAMM	56	117	3.518475675	5.794031146
CFH	4	8	0.221391106	0.348994517
KLF12	77	80	1.709165113	1.39962509
CCDC71L	377	554	20.63499976	23.90018818
RASGRP2	11	17	1.031607957	1.256606661
ARMC1	619	671	49.27307605	42.09882595
RTCB	367	489	43.01441128	45.17365346
SMARCA1	335	285	19.74661271	13.24100956
MIR3178	0	0	0	0
ZNF746	95	170	6.053663059	8.538311575
SNORD115-48	0	0	0	0
C11orf42	0	0	0	0
AGPAT5	641	602	28.12392115	20.81818057
ITIH5	0	1	0	0.024359461
PLPP2	502	740	79.34566203	92.18911131
P2RX2	1	0	0.122979443	0
LINC01550	0	0	0	0
SMAD9	42	49	1.818697056	1.672382411
RAB21	407	402	11.26584758	8.770491919
TYMS	328	535	50.17312656	64.50294464
AGGF1	305	339	16.3830278	14.35233176
DUS1L	182	398	23.39207382	40.31891603
GCM2	1	0	0.102387536	0
TMBIM6	7735	10438	558.1058852	593.6111015
MIPEPP3	7	16	0.811793897	1.462500968
NCK2	101	57	9.170153266	4.079045164
SNORA32	1	0	2.001210929	0
SLC10A7	38	37	1.470368784	1.128425364
RDH14	38	82	5.750979906	9.781389289
CC2D2B	3	1	0.343632719	0.090282108
GPR183	0	1	0	0.10692234
EFHC1	56	146	1.929179862	3.964295199
IPP	51	35	3.586834923	1.940160666
PARP11	54	50	2.794595471	2.039499641
TNRC6C-AS1	1	4	0.075955622	0.239468477
BNIP2	703	532	25.96537603	15.48743018
LAPTM4A	1406	1463	192.8940569	158.1999312
MPP2	144	376	6.197849133	12.75542082
CYB561A3	689	885	49.47774434	50.09130875
DDX25	0	0	0	0
NPEPPS	879	841	47.87377264	36.10216206
GFPT2	271	345	21.21620031	21.28853859
SPTSSB	0	0	0	0
TMED10P1	111	121	6.664583185	5.726164528
TSPAN17	551	570	51.55437938	42.03560067
MIR99AHG	0	1	0	0.025512148
CLPTM1	548	993	46.70760094	66.70903968
RRP1	130	293	17.42061312	30.94682805
SLC19A1	230	819	18.79638884	52.75442871
CKMT1A	0	1	0	0.078833695
AFG3L1P	36	93	2.233480606	4.547692289
CTTNBP2	0	0	0	0
TMEM37	25	24	3.588419122	2.715206303
SLC48A1	239	338	19.07482493	21.26218036
RARRES3	57	109	18.0422899	27.19391507
SRP14	665	846	136.46393	136.8343173
MSLN	16	42	1.766686894	3.655252078
SH3BGR	2	3	0.329899894	0.390033467
ACAA1	91	95	11.08975014	9.124990315
LINC01447	0	0	0	0
AKR7L	0	1	0	0.082478987
RAB10	1607	1169	102.8083121	58.94613051
SLC25A26	86	158	7.550616724	10.93375905
ACY3	0	0	0	0
STXBP3	151	93	14.60812021	7.091347584
CDV3	1089	1405	58.34016878	59.32593115
CCDC22	54	100	5.638599486	8.230115411
GRIPAP1	26	31	2.074401839	1.9494391
B3GALT2	1	0	0.068248738	0
MTERF1	84	101	9.630827595	9.127127848
HIKESHI	199	261	31.29036231	32.34643781
FSTL5	0	0	0	0
ECHDC3	68	133	9.955237921	15.34697585
ACKR2	2	2	0.163612515	0.128957011
MGST1	2615	2601	268.9945438	210.8825127
USP13	168	183	5.128024172	4.402712325
KCNK15-AS1	1	0	0.329899894	0
SPRR2E	0	1	0	0.280258996
ZKSCAN8	280	266	8.962462163	6.710878535
CNNM1	16	52	0.643365054	1.648045761
LOC105374546	1	6	0.314068122	1.485263629
ANO2	0	0	0	0
DDTL	1	1	0.148101849	0.116731729
GTF2H2C_2	0	0	0	0
POP7	234	689	60.79644446	141.0944671
GLB1	277	374	23.33840873	24.83656394
CEBPB-AS1	3	3	0.244345633	0.192589684
CYTH2	105	195	5.518859312	8.078357585
LOC101928063	1	5	0.109271896	0.430632618
TPTE2P5	1	2	0.055512729	0.087508655
GNAS-AS1	2	5	0.41857653	0.824789872
MIOS	208	336	15.15692948	19.29814699
HIST1H4I	0	0	0	0
RNU12	0	0	0	0
ETFDH	43	40	4.193435547	3.074609366
KLRC3	0	4	0	0.666747166
ZBTB1	375	256	16.02063266	8.620189194
SPHKAP	0	1	0	0.027608329
THUMPD1	312	217	16.77764046	9.197387003
HSD17B14	29	50	5.676838439	7.714485706
NET1	304	401	16.97706245	17.65069348
IKZF4	42	44	1.865740954	1.540576144
SERPINE1	2	8	0.151816001	0.478636681
TXNRD3	37	38	3.069346121	2.484598254
LINC01512	8	12	0.848892278	1.00362687
ING2	41	66	3.674318067	4.661924812
LOC101927495	2	0	0.206521554	0
PIK3CG	0	0	0	0
ALKBH5	796	873	56.14582925	48.53411494
REEP5	541	595	42.04148543	36.44401282
LOC101927954	0	0	0	0
FOXJ3	202	221	8.46548936	7.299975628
DDX59	60	92	5.245051026	6.33891214
CYP20A1	56	62	1.239167071	1.081339243
HNRNPA3	392	200	16.33759669	6.569926898
ENTPD2	20	12	2.306157356	1.090607865
CYP4F11	38	34	2.710329264	1.911374609
SNTB1	65	73	3.163723408	2.800505623
TEX261	778	1041	55.95188429	59.00846089
NKX2-1	207	173	19.97781193	13.15988566
MID1IP1	305	536	19.52278333	27.04177048
LOC101928002	0	0	0	0
PMFBP1	1	3	0.063941516	0.151193327
ACTN1-AS1	0	2	0	0.637250005
RLIM	582	559	13.25894026	10.03751194
LOC400655	62	67	5.656776333	4.818152682
DDN	18	33	1.164165973	1.682227676
KLHL10	0	0	0	0
SNORA2A	0	0	0	0
2-Mar	72	63	7.821691167	5.394325577
FAR1	553	433	25.38521836	15.66650445
GLIPR1	16	15	0.99164176	0.732747798
ZNF346	36	108	1.392980953	3.293782143
BRD4	110	288	3.135136236	6.469707674
FAM210A	378	334	20.87850946	14.54060897
LOC340017	0	0	0	0
L3HYPDH	116	136	6.421809921	5.934263189
HOXC-AS2	0	1	0	0.378683286
FHIT	12	21	0.442883443	0.610880034
SLC44A1	1505	1074	33.85642105	19.04308326
ZBTB47	43	100	1.890739143	3.465705037
FUOM	26	42	6.457240597	8.221505444
UBE2I	558	786	39.92841592	44.33011579
SGCB	327	243	18.50477046	10.83853692
ENTPD5	174	306	4.93597644	6.841852293
ECI1	313	573	72.1140452	104.0539521
TOPORS-AS1	18	28	2.413420489	2.959013587
RFC4	231	289	35.290755	34.79967998
NSUN7	61	73	3.017556254	2.846274867
ZNF780A	100	95	3.225609729	2.415259858
VSIG2	4	3	0.660699925	0.390565572
LRIF1	260	337	18.87798975	19.28593668
LOC100288911	80	163	27.05547736	43.44914714
CSNK2A1	636	805	54.30366299	54.17467665
GBP7	0	0	0	0
CMC1	93	112	21.46770885	20.37742055
TPPP	10	20	0.402103159	0.633863754
P2RY2	132	186	3.576918191	3.972614817
BORCS7	70	32	6.961090992	2.508174145
MAP3K7CL	19	41	1.185769053	2.016781297
HK1	789	886	42.21246269	37.36163267
SLC4A11	13	36	0.861731396	1.880873132
SUPT6H	219	411	8.13594483	12.03466872
DHDH	12	17	2.688028	3.001441627
LOC105373383	5	9	2.185437928	3.100554851
VTCN1	0	0	0	0
TMEM106B	700	336	26.02127198	9.844602773
PLPPR1	0	0	0	0
FBP1	49	30	6.606447437	3.188024104
ANXA9	5	10	0.663778844	1.046361713
TUBA3E	0	0	0	0
SPATA41	3	10	0.230177303	0.60474137
LOC644189	2	12	0.280912439	1.328466657
CRTC3-AS1	0	4	0	1.167317287
SNORD46	0	3	0	5.842542134
AGR2	0	0	0	0
NNAT	1	0	0.186123384	0
DHRS13	65	170	8.19340133	16.88994481
PSMB3	844	1394	256.7483227	334.238428
ACYP1	45	90	11.16454253	17.59946094
BBOF1	9	10	0.701422176	0.614278649
CRSP8P	45	96	8.000435761	13.45243182
MTMR6	365	261	16.9511854	9.553800198
PLCXD2-AS1	0	1	0	0.198601848
ZBED8	31	28	2.566339212	1.82700121
VAMP4	134	94	6.294400388	3.480213265
LIMS2	12	15	0.940374844	0.926487264
SEC14L6	0	1	0	0.151353193
NCAPH	117	138	4.675877722	4.346951632
LCN12	1	0	0.351446331	0
SSH1	782	1203	20.60260913	24.98098366
CCT6B	13	16	1.658537824	1.608905175
ACAT1	352	602	39.94169441	53.84045857
VCPKMT	126	417	16.13456469	42.08731304
CD274	137	411	8.723132676	20.62633991
EPHA5	0	0	0	0
WT1	0	0	0	0
RPLP2	1640	2557	805.5178432	989.8980819
VIPR2	0	0	0	0
NSMCE1	200	255	45.60198162	45.82709602
PMVK	277	334	46.51496997	44.20667802
BHLHA9	0	1	0	0.269571153
NOSTRIN	4	10	0.343592086	0.677035745
OSCAR	2	2	0.234751839	0.185027995
SRRT	207	207	16.63602062	13.11227013
SNX10	357	204	27.61862891	12.43920153
RBM28	76	71	6.551490103	4.824066473
ZNF326	77	90	1.695025657	1.56155217
STEAP1	120	148	22.13067988	21.51313306
SUGT1P3	0	2	0	0.36388251
RUSC1	468	1471	25.01646191	61.97565776
C1orf220	1	2	0.093964502	0.148122915
SNAPC5	143	259	14.01333577	20.00477599
DOCK11	75	36	2.735912802	1.035075256
NAT8L	245	580	10.10490512	18.85482853
E2F1	297	692	26.63611746	48.91578239
MINA	102	230	4.62353899	8.217328073
C19orf25	164	368	17.59505081	31.1188066
TIMP2	1511	2007	100.1048961	104.8012989
FRA10AC1	72	94	5.644075627	5.807866423
CYB5R1	104	142	15.32759484	16.49519504
HAVCR2	1	0	0.099648775	0
ZFP3	39	104	1.890633508	3.973786415
SPAG7	127	214	30.00254472	39.84708736
ZNF609	237	346	6.659942649	7.663491497
DOCK4-AS1	0	0	0	0
ACTG1P4	11	7	1.343223271	0.673723971
GIT1	128	353	8.243285868	17.91816512
ZNF395	664	871	33.48298435	34.61805577
TMEM252	0	0	0	0
ANXA3	1250	1245	187.072406	146.8579658
ANKRD9	119	266	17.72167046	31.22250684
C9orf152	0	0	0	0
MAFA-AS1	1	0	0.580687104	0
POLA2	202	414	13.38631569	21.62412146
ADARB2-AS1	0	0	0	0
AKIRIN2	197	344	24.69092387	33.98270884
CSTF2	116	159	10.55183944	11.39976102
PRKCE	103	203	4.518313733	7.018812392
EFNA3	109	218	14.8114315	23.34831091
MMP16	2	0	0.076447205	0
CDC7	235	311	16.66308426	17.38106385
FOXD3-AS1	25	41	4.901751465	6.336122617
LSM5	276	292	20.46935381	17.06893167
LOC389602	2	5	0.190967289	0.376294117
ITSN2	148	167	5.318742255	4.730337616
DNAJB5	135	114	10.93669472	7.279232823
TPD52	1023	709	50.29764313	27.47556769
OTOGL	0	0	0	0
ZFHX4	19	12	0.329616272	0.16408343
FEM1A	105	285	6.614304071	14.1503817
RAB22A	416	90	11.64408199	1.985559343
KIAA0907	129	287	10.44014084	18.30741311
FCHO2	246	186	11.9590533	7.126939572
PNPLA6	224	284	10.78775279	10.78027265
CEP350	184	168	3.311159343	2.382867957
FANCD2OS	0	0	0	0
ABCD3	365	264	23.27718743	13.26997192
ARL8A	182	308	24.55190366	32.748615
FASLG	0	0	0	0
FAM151B	3	0	0.426064262	0
DNAH1	1	6	0.018470368	0.087348456
POLR3D	100	345	12.55295606	34.13449966
ADAM32	0	2	0	0.139872757
CSDC2	2	6	0.191420176	0.452623817
SNORA75	0	1	0	1.393112236
DUSP10	32	78	2.830054316	5.437106413
PITHD1	137	292	20.4525731	34.35885444
LOC100507642	6	4	0.564224907	0.296475924
PFKFB2	261	272	6.912418499	5.67788848
LINC01461	0	3	0	1.022444873
ISCU	258	375	18.36924516	21.04414618
XKR9	0	2	0	0.112202455
PDE11A	3	2	0.074202203	0.038990067
RPLP1	3493	5522	1651.987896	2058.415841
ASPHD2	42	54	3.06977179	3.110849479
PTPRS	212	228	6.987214202	5.92286019
PDK2	157	237	11.20784316	13.33518903
MEPCE	347	541	25.60952248	31.47006998
PAX6	33	20	0.843181939	0.402778044
LOC101929162	0	2	0	0.22270289
GTF3A	375	464	64.67588739	63.07504177
A1BG	23	51	3.153663655	5.511707359
RBPMS	238	388	16.73370277	21.50182173
TMEM31	0	1	0	0.260732755
HILPDA	138	269	23.66587825	36.36003204
FAM188B	0	1	0	0.06983402
APOBEC3C	182	161	39.73910466	27.70773363
LOC441666	7	5	0.254470148	0.143264057
IQCG	35	28	2.829759026	1.784300013
EXOC8	156	123	7.346335568	4.565409237
CALCOCO2	341	413	21.63268644	20.65068993
CDCA4	513	1375	50.64050794	106.9822738
KPNA1	554	538	19.13137099	14.64357252
GPATCH11	102	82	6.323334686	4.006713483
MRGPRG-AS1	0	0	0	0
PTH2	0	0	0	0
NHLRC1	38	57	4.311887465	5.097850728
TRAF3IP2	139	188	5.187787702	5.530363557
SELPLG	8	4	0.69582334	0.274218932
NME7	204	245	29.02343746	27.47345018
TFAP2A-AS1	15	22	2.785427788	3.21996954
BANCR	0	0	0	0
OSBPL6	81	129	2.630262614	3.301659186
TNPO1	1647	1616	45.79872788	35.41845478
FLOT2	1030	1480	90.17025237	102.1212715
CHST11	259	415	10.87308414	13.73186481
ADAMTS17	0	1	0	0.030018304
NUDT18	89	154	14.18765009	19.34949438
MEG9	0	0	0	0
PPIAP30	1	0	0.386815531	0
SUMO1	588	553	93.24306166	69.11825549
TRIM66	8	14	0.198623211	0.273965884
SYCP3	2	0	0.428957524	0
RARRES2	0	1	0	0.25756596
RNF213	659	842	6.87613902	6.924680868
SUV39H1	87	190	6.898083643	11.87384136
IL22RA2	0	0	0	0
SLC34A1	0	1	0	0.055144865
ETNK1	367	234	12.16367009	6.112837678
ALDH1A3	124	103	8.324416073	5.450015738
PQLC2	49	162	3.428251834	8.933468065
CHMP1A	605	1080	56.54135316	79.55418236
NRARP	26	106	2.402063938	7.718724111
FLJ27354	2	4	0.61380614	0.967586192
NIPA2	1226	1293	84.74782656	70.44741497
SETD2	122	222	3.503127681	5.024322964
PYROXD2	12	7	1.407146861	0.646970767
LOC101929882	1	2	0.430100395	0.677997785
ZHX1-C8orf76	8	8	1.268613084	0.99990243
TIMELESS	274	398	12.79123716	14.64446458
CAPN9	0	0	0	0
SHC3	9	8	0.223107975	0.156311529
NAPSB	0	0	0	0
COMMD8	184	111	29.96298596	14.2468445
NAALADL2	2	1	0.098593861	0.038855125
UBE2M	444	790	70.54662463	98.93473579
ARHGEF26-AS1	3	3	0.279614922	0.220388425
DMXL2	259	457	5.917157213	8.229206907
USP54	107	246	3.462471989	6.274310917
NUDT1	175	223	50.56759119	50.78874932
EOMES	4	9	0.264641008	0.469318958
RPL10A	1546	2602	520.6655405	690.6930338
HIST1H2BN	8	19	4.314414653	8.076327731
CD81	799	1242	115.3009961	141.2655658
MB	16	10	2.789304793	1.374055985
ZNF806	0	0	0	0
CPA4	14	17	1.203426096	1.151777919
SH2D6	2	1	0.244963604	0.09653838
KDR	5	3	0.19995584	0.094561376
HTR2C	0	1	0	0.039416848
TMOD4	1	5	0.18316681	0.721847112
ATP5SL	359	586	42.63393896	54.85131759
SCRN2	176	363	23.23761611	37.77582586
UBE2A	425	413	54.79886688	41.97214241
SRSF1	2253	2150	96.67838294	72.71685437
LITAF	1006	1140	83.25338397	74.35962716
FOXRED1	151	348	16.65791566	30.25877858
ZNF692	34	89	3.454881142	7.128081199
SNORA87	0	1	0	0.859713407
RNF175	3	1	0.462995263	0.12164205
TPI1P3	3	4	0.598385146	0.628851322
TMEM67	92	135	4.365565365	5.049110486
SFTPD	0	3	0	0.446273678
NOXRED1	1	4	0.130466876	0.411328397
PTGES2-AS1	0	1	0	0.09062506
TMEM18	128	209	14.59263412	18.78012366
SHANK2	57	52	1.296482414	0.932231032
NDUFA4	355	643	41.7696868	59.63102527
MS4A1	1	0	0.067375215	0
ATP12A	10	10	0.648490954	0.511131163
ZNF703	14	14	1.012257782	0.7978469
DHX29	201	166	9.916758557	6.455207514
SCARNA10	1	0	0.733777341	0
FAAP100	97	231	6.102419504	11.45435774
PYY	1	7	0.228871949	1.262754853
RASAL2-AS1	2	10	0.207139882	0.816323252
DUSP1	605	1699	72.38075397	160.2099721
PALM2	46	67	1.165383975	1.337871649
STIM2	103	106	4.754306482	3.856419347
RNF144B	64	84	3.077318791	3.183466167
H3F3B	1712	2466	144.8985831	164.5060553
RBM3	915	696	49.99189259	29.97203023
VEPH1	13	37	0.617357284	1.384915851
NPHP3	1	3	0.044858563	0.106070606
AQP4-AS1	0	0	0	0
DDX26B-AS1	1	1	0.608408348	0.479538634
PHF7	41	62	4.187265887	4.990761424
HSPA5	3292	4711	200.7925319	226.479695
COPS2	592	539	34.89550663	25.04176896
NSUN6	32	44	3.015053975	3.267579985
MAGI3	96	96	3.219230875	2.537351078
MATN2	25	49	1.45171776	2.242676845
LOC101928323	0	1	0	0.380191985
TIPARP	712	1070	38.05923266	45.08086594
DYNC2LI1	49	45	6.128708469	4.436227757
ATP5H	685	1067	266.6726171	327.4015331
SAP30L-AS1	1	2	0.070187398	0.110641378
UNC13D	4	26	0.220584398	1.130099245
PAPD5	362	137	10.80584826	3.223289394
RPL13AP6	2	5	0.741643254	1.461381136
CDC42EP4	478	678	37.32539107	41.72867565
POLK	228	234	5.156865973	4.171529243
MIR4635	1	0	3.065145853	0
LINC01134	0	1	0	0.097774783
TMEM167A	729	623	38.48371808	25.92184924
MIR6868	0	0	0	0
LOC100505715	14	14	1.547262124	1.219529562
MMADHC	643	740	108.3508795	98.28372896
LINC01605	1	0	0.111229454	0
ZNF322	9	12	0.445486243	0.468167726
LOC100134317	0	0	0	0
SCARB1	524	888	46.274536	61.80906719
LOC728613	10	1	0.940009792	0.074090208
C11orf54	153	130	13.59076226	9.10173475
RPS21	901	1413	550.9444865	681.0102521
BNC2	0	0	0	0
SLC9A7	134	88	3.233768587	1.673845039
SNORD87	0	0	0	0
HK2	198	247	6.75948279	6.646203999
MTRNR2L2	8	4	1.869857316	0.736897206
CCNB3	17	28	0.912545085	1.184654963
ABI3BP	2	2	0.108270298	0.085337079
MIR6075	0	1	0	2.009014488
MASTL	164	320	8.494551801	13.06396587
FAM83F	4	5	0.467690048	0.460783139
EDARADD	2553	2603	204.905559	164.6666051
SREBF2	916	1203	38.33498349	39.68202917
LOC100128988	0	1	0	0.09528526
KIT	7	5	0.327477909	0.18436667
PRKAG1	273	208	33.65885978	20.21289526
C16orf52	97	110	5.287756117	4.726294777
CHAF1A	99	226	7.170955942	12.90264465
PROCR	437	781	71.30595032	100.4439555
PTPN9	383	668	23.50877518	32.31737881
VAT1L	3	2	0.191622149	0.100689199
COL5A1-AS1	0	0	0	0
TMPRSS11F	0	0	0	0
KDM5B	413	494	10.24761899	9.661138429
LOC105374988	0	0	0	0
DKFZP434I0714	7	9	0.565008552	0.572569129
CERS2	2734	4254	260.2313648	319.1442709
FCMR	41	80	3.218154754	4.949273942
RASGEF1C	17	28	1.857622238	2.411542662
KATNA1	95	109	11.5830411	10.4749975
ATP1A1-AS1	7	9	0.643273494	0.651881361
MPC1	23	24	3.902852148	3.209918033
TSSK3	3	4	0.552425526	0.580551715
NOLC1	549	999	33.48575335	48.02657935
DCAF1	154	207	6.383184602	6.762627509
BTN2A1	93	131	6.109502599	6.783012834
ZNF534	108	177	9.211632412	11.89911188
COG2	178	270	14.56151385	17.40919649
SLC35D2	188	310	14.73730858	19.15360203
SH3BP4	324	479	15.13707761	17.63847275
XPO7	532	711	26.49022207	27.90435608
VRK3	85	160	7.965346131	11.81773228
SHROOM1	35	57	2.060570942	2.644982605
CDON	131	92	3.908476396	2.163477899
EIF1AY	128	84	22.07603623	11.41875756
SCLY	0	1	0	0.07552686
SLC47A1	74	92	5.464727861	5.354921204
CAMK2G	207	248	9.886455647	9.335775413
CYBB	3	0	0.168235194	0
ZNF212	45	140	3.877791284	9.50885861
LBX1-AS1	0	0	0	0
MPP6	281	310	8.368364628	7.276531383
GIPR	7	5	0.515362012	0.290143473
ID3	557	971	108.8584447	149.5734798
GNB3	2	1	0.279938176	0.110321605
IK	129	226	16.14310149	22.29123569
SNORD26	2	3	6.457240597	7.634255055
NAPA	84	219	10.9356494	22.47179915
OBSL1	128	265	4.260447404	6.952156665
SEC13	379	615	42.21413615	53.99110923
FAM86JP	12	49	1.423693419	4.582049212
TP53TG1	23	42	7.855246847	11.30601948
FDPSP2	0	2	0	0.076633759
RHBDF1	35	107	2.832596351	6.825411856
LOC105377716	0	2	0	0.237975532
EMILIN2	119	153	7.187686746	7.283867694
ATP2B1	517	525	18.05708237	14.45255987
STAT5A	61	89	3.290474018	3.783964691
PNPLA8	306	225	14.89982623	8.635166838
LOC339975	0	0	0	0
TEAD4	75	216	8.403974631	19.07680578
FOXD2-AS1	6	7	0.579528973	0.532905718
TIGD3	11	18	1.354838121	1.747413415
LTN1	534	433	16.66532323	10.65096159
ZNF337-AS1	13	22	1.273424268	1.698559984
PTPMT1	220	397	19.4424215	27.65327789
C3orf79	0	0	0	0
LGALS3BP	257	1286	27.53613108	108.6023451
FLJ37035	0	0	0	0
RNF103-CHMP3	0	0	0	0
BMS1P5	0	0	0	0
NLRP1	21	24	0.833755857	0.751033454
RNF7	524	781	56.01976942	65.80963795
ANKRD28	553	367	20.22764756	10.58070848
KCTD5	222	449	21.82563052	34.79273772
SEMA4C	134	236	9.135032094	12.68077275
KCNQ5	36	59	1.313040338	1.69611782
CAPN10-AS1	3	4	0.203655612	0.214024532
TPST2	108	118	12.60328888	10.85351923
AQP3	140	91	18.11892738	9.282699225
NRON	0	0	0	0
ATE1-AS1	0	1	0	0.200690196
CSNK2A3	298	474	50.96021445	63.88836328
FAM118B	103	128	11.91643182	11.67205742
PTBP1	1884	2920	139.0442085	169.8569397
GOLGA2P7	9	11	0.649379828	0.625572151
MAST2	136	273	4.983645134	7.884956227
COQ6	51	75	6.689855169	7.754186473
FABP1	0	0	0	0
EXOC5	1087	771	30.92624484	17.28942148
ASB12	1	0	0.187274959	0
MBOAT1	99	117	5.55047597	5.170223671
KY	1	0	0.042452055	0
CHRND	0	1	0	0.064413222
SPOCD1	51	117	3.116979465	5.636091882
CMTM8	50	106	10.31288426	17.23234744
LOC102800447	0	0	0	0
SPINT1	336	620	32.29902005	46.97536854
SAMD9	99	203	3.497083255	5.651910198
SLC28A1	0	0	0	0
RABEPK	66	128	9.604369277	14.68125972
RPSAP9	5	4	0.840786536	0.530156601
OAS2	33	786	1.295320998	24.31724945
SMTN	89	176	5.597672855	8.72486292
TMEM65	338	200	19.00290796	8.862613252
SLC3A2	862	3904	71.92636192	256.7550976
TOR3A	135	215	15.40517461	19.33747452
CACNG4	15	22	1.058949806	1.224151685
RNF44	221	460	12.8857167	21.13988277
SNORA53	0	0	0	0
PDE6A	1	0	0.042918561	0
UBXN10-AS1	2	1	0.951459813	0.374963411
SEMA3F	35	60	2.177017283	2.941531616
LOC101928174	1	0	0.088795938	0
KLK7	0	0	0	0
PAQR8	138	131	7.052811331	5.276949199
MIS18BP1	125	100	6.336260267	3.995318744
RAB13	516	625	72.89825294	69.594653
NARFL	37	117	4.021284258	10.02252964
DEPDC4	10	13	0.55234152	0.565951846
LINC00928	0	0	0	0
GPR21	0	0	0	0
TMEM161B-AS1	17	19	2.959375184	2.606952661
TMEM191A	12	17	1.48404406	1.657077834
UTP6	209	388	24.50780783	35.86066539
MARCKSL1	182	445	28.21425549	54.37329545
LHX9	2	1	0.188440873	0.074263181
SUN2	198	215	11.09838228	9.498639102
RPS6KA2	721	552	26.84311849	16.19814264
RBFOX3	1	0	0.080985459	0
SELENOS	202	377	24.46903328	35.99442416
HERC2	245	363	3.867398825	4.516353626
PTPN20	4	8	0.149796797	0.236135325
SPARC	0	0	0	0
RAC1	2615	2538	264.0588641	201.9989505
LOC100289511	1	0	0.1692149	0
COLEC11	0	0	0	0
SLC25A4	56	57	3.067919741	2.461270012
FDX1	210	177	16.11751813	10.70731493
FASN	1113	1630	31.86439813	36.78125958
TAPBPL	9	22	1.19874516	2.309593113
IFITM1	15	212	5.065826828	56.43173193
APIP	69	75	13.08387631	11.20926251
LOC541472	10	29	1.775267759	4.057796858
SERINC5	218	239	7.186921971	6.210302785
LINC01351	0	0	0	0
HERC2P3	0	0	0	0
BSN-AS2	0	3	0	0.21996509
ZNF451	390	466	6.570454583	6.187926765
PWAR5	17	21	1.220424216	1.188254937
CCDC121	9	8	0.766286463	0.536867444
SNORA41	0	0	0	0
USP5	501	358	38.02990837	21.41899146
CD27-AS1	16	10	1.638893552	0.807345078
CFAP46	0	4	0	0.092223424
MAGED2	310	270	30.55165728	20.97322817
RAVER2	146	147	8.106716869	6.433361002
DBR1	197	290	17.73340703	20.57559448
DCTN3	209	188	51.43152762	36.46442963
CD36	0	0	0	0
HIST1H4H	13	16	8.41685773	8.164978669
LOC100506747	0	0	0	0
CWF19L2	61	77	4.504708102	4.481836225
MIR342	0	0	0	0
AGTR1	0	1	0	0.074234297
NAA10	169	381	36.60354408	65.04139481
