"ENTREZ_GENE_ID","Original ID","Value","Gene Name","Species"
"100129291","LOC100129291","","chromosome X open reading frame 49 pseudogene(LOC100129291)","Homo sapiens"
"100129307","LOC100129307","","putative UPF0607 protein ENSP00000383144(LOC100129307)","Homo sapiens"
"100129316","LOC100129316","","uncharacterized LOC100129316(LOC100129316)","Homo sapiens"
"100129340","LOC100129340","","mitofusin-1-like(LOC100129340)","Homo sapiens"
"100129354","NRADDP","","neurotrophin receptor associated death domain, pseudogene(NRADDP)","Homo sapiens"
"100129387","GABPB1-AS1","","GABPB1 antisense RNA 1(GABPB1-AS1)","Homo sapiens"
"100129405","MSTO2P","","misato family member 2, pseudogene(MSTO2P)","Homo sapiens"
"100129424","RPL19P12","","ribosomal protein L19 pseudogene 12(RPL19P12)","Homo sapiens"
"100129455","LOC100129455","","uncharacterized LOC100129455(LOC100129455)","Homo sapiens"
"100129460","DPY19L1P1","","DPY19L1 pseudogene 1(DPY19L1P1)","Homo sapiens"
"100129482","ZNF37BP","","zinc finger protein 37B, pseudogene(ZNF37BP)","Homo sapiens"
"100129528","MUC8","","mucin 8(MUC8)","Homo sapiens"
"100129534","LOC100129534","","small nuclear ribonucleoprotein polypeptide N pseudogene(LOC100129534)","Homo sapiens"
"100129543","ZNF730","","zinc finger protein 730(ZNF730)","Homo sapiens"
"100129583","FAM47E","","family with sequence similarity 47 member E(FAM47E)","Homo sapiens"
"100129597","LINC00462","","long intergenic non-protein coding RNA 462(LINC00462)","Homo sapiens"
"100129603","LOC100129603","","uncharacterized LOC100129603(LOC100129603)","Homo sapiens"
"100129617","LOC100129617","","uncharacterized LOC100129617(LOC100129617)","Homo sapiens"
"100129654","TCF24","","transcription factor 24(TCF24)","Homo sapiens"
"100129662","FGF13-AS1","","FGF13 antisense RNA 1(FGF13-AS1)","Homo sapiens"
"100129669","IZUMO3","","IZUMO family member 3(IZUMO3)","Homo sapiens"
"100129697","LOC100129697","","uncharacterized LOC100129697(LOC100129697)","Homo sapiens"
"100129716","ARRDC3-AS1","","ARRDC3 antisense RNA 1(ARRDC3-AS1)","Homo sapiens"
"100129726","LINC01126","","long intergenic non-protein coding RNA 1126(LINC01126)","Homo sapiens"
"100129792","CCDC152","","coiled-coil domain containing 152(CCDC152)","Homo sapiens"
"100129794","SLC25A21-AS1","","SLC25A21 antisense RNA 1(SLC25A21-AS1)","Homo sapiens"
"100129836","COL4A2-AS2","","COL4A2 antisense RNA 2(COL4A2-AS2)","Homo sapiens"
"100129842","ZNF737","","zinc finger protein 737(ZNF737)","Homo sapiens"
"100129845","PCOLCE-AS1","","PCOLCE antisense RNA 1(PCOLCE-AS1)","Homo sapiens"
"100129935","LOC100129935","","galectin 14 pseudogene(LOC100129935)","Homo sapiens"
"100129961","CCNT2-AS1","","CCNT2 antisense RNA 1(CCNT2-AS1)","Homo sapiens"
"100130015","URAHP","","urate (hydroxyiso-) hydrolase, pseudogene(URAHP)","Homo sapiens"
"100130017","FTLP10","","ferritin light chain pseudogene 10(FTLP10)","Homo sapiens"
"100130086","HSFX2","","heat shock transcription factor family, X-linked 2(HSFX2)","Homo sapiens"
"100130097","KIF28P","","kinesin family member 28, pseudogene(KIF28P)","Homo sapiens"
"100130148","MAPT-IT1","","MAPT intronic transcript 1(MAPT-IT1)","Homo sapiens"
"100130196","HNRNPCP9","","heterogeneous nuclear ribonucleoprotein C pseudogene 9(HNRNPCP9)","Homo sapiens"
"100130197","EFCAB14-AS1","","EFCAB14 antisense RNA 1(EFCAB14-AS1)","Homo sapiens"
"100130207","LOC100130207","","uncharacterized LOC100130207(LOC100130207)","Homo sapiens"
"100130231","LINC00861","","long intergenic non-protein coding RNA 861(LINC00861)","Homo sapiens"
"100130274","CCDC166","","coiled-coil domain containing 166(CCDC166)","Homo sapiens"
"100130275","TFAP2A-AS1","","TFAP2A antisense RNA 1(TFAP2A-AS1)","Homo sapiens"
"100130298","LOC100130298","","hCG1816373-like(LOC100130298)","Homo sapiens"
"100130302","SUPT20HL1","","SUPT20H like 1(SUPT20HL1)","Homo sapiens"
"100130311","C17orf107","","chromosome 17 open reading frame 107(C17orf107)","Homo sapiens"
"100130342","SCGB2B3P","","secretoglobin family 2B member 3, pseudogene(SCGB2B3P)","Homo sapiens"
"100130361","CXorf49","","chromosome X open reading frame 49(CXorf49)","Homo sapiens"
"100130386","LINC00552","","long intergenic non-protein coding RNA 552(LINC00552)","Homo sapiens"
"100130418","CECR7","","cat eye syndrome chromosome region, candidate 7(CECR7)","Homo sapiens"
"100130452","LOC100130452","","uncharacterized LOC100130452(LOC100130452)","Homo sapiens"
"100130459","LOC100130459","","serine/arginine-rich splicing factor RSZ22A-like(LOC100130459)","Homo sapiens"
"100130460","CAND1.11","","uncharacterized LOC100130460(CAND1.11)","Homo sapiens"
"100130519","TMEM221","","transmembrane protein 221(TMEM221)","Homo sapiens"
"100130522","PARD6G-AS1","","PARD6G antisense RNA 1(PARD6G-AS1)","Homo sapiens"
"100130557","NFYC-AS1","","NFYC antisense RNA 1(NFYC-AS1)","Homo sapiens"
"100130581","LINC00910","","long intergenic non-protein coding RNA 910(LINC00910)","Homo sapiens"
"100130673","LOC100130673","","phosphoribosyl pyrophosphate synthetase 2 pseudogene(LOC100130673)","Homo sapiens"
"100130693","ARHGAP42P2","","ARHGAP42 pseudogene 2(ARHGAP42P2)","Homo sapiens"
"100130698","LOC100130698","","uncharacterized LOC100130698(LOC100130698)","Homo sapiens"
"100130733","LRRC70","","leucine rich repeat containing 70(LRRC70)","Homo sapiens"
"100130742","LRRC69","","leucine rich repeat containing 69(LRRC69)","Homo sapiens"
"100130744","LOC100130744","","uncharacterized LOC100130744(LOC100130744)","Homo sapiens"
"100130771","EFCAB10","","EF-hand calcium binding domain 10(EFCAB10)","Homo sapiens"
"100130776","AGAP2-AS1","","AGAP2 antisense RNA 1(AGAP2-AS1)","Homo sapiens"
"100130801","LOC100130801","","lupus La protein-like(LOC100130801)","Homo sapiens"
"100130827","SBK3","","SH3 domain binding kinase family member 3(SBK3)","Homo sapiens"
"100130849","LOC100130849","","phosphorylase kinase catalytic subunit gamma 1 pseudogene(LOC100130849)","Homo sapiens"
"100130855","USP3-AS1","","USP3 antisense RNA 1(USP3-AS1)","Homo sapiens"
"100130872","LOC100130872","","uncharacterized LOC100130872(LOC100130872)","Homo sapiens"
"100130889","PSORS1C3","","psoriasis susceptibility 1 candidate 3(PSORS1C3)","Homo sapiens"
"100130890","TSTD3","","thiosulfate sulfurtransferase like domain containing 3(TSTD3)","Homo sapiens"
"100130894","VAC14-AS1","","VAC14 antisense RNA 1(VAC14-AS1)","Homo sapiens"
"100130934","ZNF663P","","zinc finger protein 663, pseudogene(ZNF663P)","Homo sapiens"
"100130935","CSAG4","","CSAG family member 4 (pseudogene)(CSAG4)","Homo sapiens"
"100130958","SYCE1L","","synaptonemal complex central element protein 1 like(SYCE1L)","Homo sapiens"
"100130964","LOC100130964","","ADAM metallopeptidase domain 3A-like(LOC100130964)","Homo sapiens"
"100130987","LOC100130987","","uncharacterized LOC100130987(LOC100130987)","Homo sapiens"
"100130992","LOC100130992","","uncharacterized LOC100130992(LOC100130992)","Homo sapiens"
"100131017","ZNF316","","zinc finger protein 316(ZNF316)","Homo sapiens"
"100131067","CKMT2-AS1","","CKMT2 antisense RNA 1(CKMT2-AS1)","Homo sapiens"
"100131107","LOC100131107","","putative UPF0607 protein ENSP00000383783(LOC100131107)","Homo sapiens"
"100131117","ZBTB20-AS1","","ZBTB20 antisense RNA 1(ZBTB20-AS1)","Homo sapiens"
"100131137","BSPH1","","binder of sperm protein homolog 1(BSPH1)","Homo sapiens"
"100131176","WDR86-AS1","","WDR86 antisense RNA 1(WDR86-AS1)","Homo sapiens"
"100131187","TSTD1","","thiosulfate sulfurtransferase like domain containing 1(TSTD1)","Homo sapiens"
"100131193","CCDC183-AS1","","CCDC183 antisense RNA 1(CCDC183-AS1)","Homo sapiens"
"100131205","RPL21P28","","ribosomal protein L21 pseudogene 28(RPL21P28)","Homo sapiens"
"100131208","SNAP25-AS1","","SNAP25 antisense RNA 1(SNAP25-AS1)","Homo sapiens"
"100131213","ZNF503-AS2","","ZNF503 antisense RNA 2(ZNF503-AS2)","Homo sapiens"
"100131234","MIR181A1HG","","MIR181A1 host gene(MIR181A1HG)","Homo sapiens"
"100131244","ANKRD63","","ankyrin repeat domain 63(ANKRD63)","Homo sapiens"
"100131257","LOC100131257","","zinc finger protein 655 pseudogene(LOC100131257)","Homo sapiens"
"100131289","LOC100131289","","uncharacterized LOC100131289(LOC100131289)","Homo sapiens"
"100131320","RAB6C-AS1","","RAB6C antisense RNA 1(RAB6C-AS1)","Homo sapiens"
"100131366","LINC00605","","long intergenic non-protein coding RNA 605(LINC00605)","Homo sapiens"
"100131378","C11orf91","","chromosome 11 open reading frame 91(C11orf91)","Homo sapiens"
"100131390","SP9","","Sp9 transcription factor(SP9)","Homo sapiens"
"100131395","LOC100131395","","uncharacterized LOC100131395(LOC100131395)","Homo sapiens"
"100131439","CD300LD","","CD300 molecule like family member d(CD300LD)","Homo sapiens"
"100131454","DBIL5P","","diazepam binding inhibitor-like 5, pseudogene(DBIL5P)","Homo sapiens"
"100131472","LOC100131472","","uncharacterized LOC100131472(LOC100131472)","Homo sapiens"
"100131496","LOC100131496","","uncharacterized LOC100131496(LOC100131496)","Homo sapiens"
"100131532","LOC100131532","","uncharacterized LOC100131532(LOC100131532)","Homo sapiens"
"100131551","LINC00887","","long intergenic non-protein coding RNA 887(LINC00887)","Homo sapiens"
"100131561","FKSG29","","FKSG29(FKSG29)","Homo sapiens"
"100131608","PRR23D1","","proline rich 23 domain containing 1(PRR23D1)","Homo sapiens"
"100131626","LOC100131626","","uncharacterized LOC100131626(LOC100131626)","Homo sapiens"
"100131635","LOC100131635","","hCG1645011-like(LOC100131635)","Homo sapiens"
"100131726","FAM83A-AS1","","FAM83A antisense RNA 1(FAM83A-AS1)","Homo sapiens"
"100131733","USP30-AS1","","USP30 antisense RNA 1(USP30-AS1)","Homo sapiens"
"100131755","ARMCX4","","armadillo repeat containing X-linked 4(ARMCX4)","Homo sapiens"
"100131801","PET100","","PET100 cytochrome c oxidase chaperone(PET100)","Homo sapiens"
"100131816","UBE2DNL","","ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)(UBE2DNL)","Homo sapiens"
"100131827","ZNF717","","zinc finger protein 717(ZNF717)","Homo sapiens"
"100131902","KRTAP25-1","","keratin associated protein 25-1(KRTAP25-1)","Homo sapiens"
"100131980","ZNF705G","","zinc finger protein 705G(ZNF705G)","Homo sapiens"
"100131997","FAM27E3","","family with sequence similarity 27 member E3(FAM27E3)","Homo sapiens"
"100131998","RRN3P3","","RRN3 pseudogene 3(RRN3P3)","Homo sapiens"
"100132004","LOC100132004","","ankyrin repeat domain 30B pseudogene(LOC100132004)","Homo sapiens"
"100132074","FOXO6","","forkhead box O6(FOXO6)","Homo sapiens"
"100132101","HERC2P7","","HERC2 pseudogene 7(HERC2P7)","Homo sapiens"
"100132103","FAM66E","","family with sequence similarity 66 member E(FAM66E)","Homo sapiens"
"100132116","ACTA2-AS1","","ACTA2 antisense RNA 1(ACTA2-AS1)","Homo sapiens"
"100132154","LOC100132154","","ankyrin repeat domain 30B pseudogene(LOC100132154)","Homo sapiens"
"100132163","PHKA2-AS1","","PHKA2 antisense RNA 1(PHKA2-AS1)","Homo sapiens"
"100132169","WASIR2","","WASH and IL9R antisense RNA 2(WASIR2)","Homo sapiens"
"100132247","NPIPB5","","nuclear pore complex interacting protein family member B5(NPIPB5)","Homo sapiens"
"100132249","LOC100132249","","uncharacterized LOC100132249(LOC100132249)","Homo sapiens"
"100132288","TEKT4P2","","tektin 4 pseudogene 2(TEKT4P2)","Homo sapiens"
"100132341","CLUHP3","","clustered mitochondria homolog pseudogene 3(CLUHP3)","Homo sapiens"
"100132356","LOC100132356","","uncharacterized LOC100132356(LOC100132356)","Homo sapiens"
"100132386","KRTAP4-9","","keratin associated protein 4-9(KRTAP4-9)","Homo sapiens"
"100132396","ZNF705B","","zinc finger protein 705B(ZNF705B)","Homo sapiens"
"100132399","GAGE12D","","G antigen 12D(GAGE12D)","Homo sapiens"
"100132403","FAM157B","","family with sequence similarity 157 member B(FAM157B)","Homo sapiens"
"100132406","NBPF10","","NBPF member 10(NBPF10)","Homo sapiens"
"100132463","CLDN24","","claudin 24(CLDN24)","Homo sapiens"
"100132464","FAM99B","","family with sequence similarity 99 member B(FAM99B)","Homo sapiens"
"100132476","KRTAP4-7","","keratin associated protein 4-7(KRTAP4-7)","Homo sapiens"
"100132526","FGD5P1","","FYVE, RhoGEF and PH domain containing 5 pseudogene 1(FGD5P1)","Homo sapiens"
"100132565","GOLGA8F","","golgin A8 family member F(GOLGA8F)","Homo sapiens"
"100132594","PGAM1P5","","phosphoglycerate mutase 1 pseudogene 5(PGAM1P5)","Homo sapiens"
"100132618","ZRANB2-AS1","","ZRANB2 antisense RNA 1(ZRANB2-AS1)","Homo sapiens"
"100132707","PAXIP1-AS2","","PAXIP1 antisense RNA 2(PAXIP1-AS2)","Homo sapiens"
"100132708","CYP4F30P","","cytochrome P450 family 4 subfamily F member 30, pseudogene(CYP4F30P)","Homo sapiens"
"100132724","DCAF13P3","","DDB1 and CUL4 associated factor 13 pseudogene 3(DCAF13P3)","Homo sapiens"
"100132741","LOC100132741","","uncharacterized LOC100132741(LOC100132741)","Homo sapiens"
"100132774","KDM4A-AS1","","KDM4A antisense RNA 1(KDM4A-AS1)","Homo sapiens"
"100132781","LOC100132781","","cyclin Y like 1 pseudogene(LOC100132781)","Homo sapiens"
"100132911","DPH3P1","","diphthamide biosynthesis 3 pseudogene 1(DPH3P1)","Homo sapiens"
"100132923","FAM66D","","family with sequence similarity 66 member D(FAM66D)","Homo sapiens"
"100132948","FAM27C","","family with sequence similarity 27 member C(FAM27C)","Homo sapiens"
"100132963","SMIM9","","small integral membrane protein 9(SMIM9)","Homo sapiens"
"100132979","GOLGA8DP","","golgin A8 family member D, pseudogene(GOLGA8DP)","Homo sapiens"
"100132987","LINC00856","","long intergenic non-protein coding RNA 856(LINC00856)","Homo sapiens"
"100132994","CXorf49B","","chromosome X open reading frame 49B(CXorf49B)","Homo sapiens"
"100133036","FAM95B1","","family with sequence similarity 95 member B1(FAM95B1)","Homo sapiens"
"100133053","CXorf51B","","chromosome X open reading frame 51B(CXorf51B)","Homo sapiens"
"100133093","FAM25G","","family with sequence similarity 25 member G(FAM25G)","Homo sapiens"
"100133121","FAM27B","","family with sequence similarity 27 member B(FAM27B)","Homo sapiens"
"100133161","LINC01001","","long intergenic non-protein coding RNA 1001(LINC01001)","Homo sapiens"
"100133172","FAM66A","","family with sequence similarity 66 member A(FAM66A)","Homo sapiens"
"100133205","LINC00240","","long intergenic non-protein coding RNA 240(LINC00240)","Homo sapiens"
"100133234","SBF1P1","","SET binding factor 1 pseudogene 1(SBF1P1)","Homo sapiens"
"100133251","PRR23D2","","proline rich 23 domain containing 2(PRR23D2)","Homo sapiens"
"100133308","RSU1P2","","Ras suppressor protein 1 pseudogene 2(RSU1P2)","Homo sapiens"
"100133311","HOXA-AS3","","HOXA cluster antisense RNA 3(HOXA-AS3)","Homo sapiens"
"100133545","MRPL23-AS1","","MRPL23 antisense RNA 1(MRPL23-AS1)","Homo sapiens"
"100133612","LINC01134","","long intergenic non-protein coding RNA 1134(LINC01134)","Homo sapiens"
"100133920","LOC100133920","","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene(LOC100133920)","Homo sapiens"
"100133941","CD24","","CD24 molecule(CD24)","Homo sapiens"
"100133957","UXT-AS1","","UXT antisense RNA 1(UXT-AS1)","Homo sapiens"
"100133991","MAP3K14-AS1","","MAP3K14 antisense RNA 1(MAP3K14-AS1)","Homo sapiens"
"100134015","UBOX5-AS1","","UBOX5 antisense RNA 1(UBOX5-AS1)","Homo sapiens"
"100134040","LOC100134040","","uncharacterized LOC100134040(LOC100134040)","Homo sapiens"
"100134259","LINC01119","","long intergenic non-protein coding RNA 1119(LINC01119)","Homo sapiens"
"100134362","LOC100134362","","60S ribosomal protein L19-like(LOC100134362)","Homo sapiens"
"100134368","LOC100134368","","uncharacterized LOC100134368(LOC100134368)","Homo sapiens"
"100134391","LOC100134391","","uncharacterized LOC100134391(LOC100134391)","Homo sapiens"
"100134444","KCNJ18","","potassium inwardly rectifying channel subfamily J member 18(KCNJ18)","Homo sapiens"
"100134713","NDUFB2-AS1","","NDUFB2 antisense RNA 1(NDUFB2-AS1)","Homo sapiens"
"100134868","LOC100134868","","uncharacterized LOC100134868(LOC100134868)","Homo sapiens"
"100134869","UBE2Q2P2","","UBE2Q2 pseudogene 2(UBE2Q2P2)","Homo sapiens"
"100134934","TEN1","","TEN1 subunit of CST complex(TEN1)","Homo sapiens"
"100137047","JMJD7","","jumonji domain containing 7(JMJD7)","Homo sapiens"
"100137049","PLA2G4B","","phospholipase A2 group IVB(PLA2G4B)","Homo sapiens"
"100141515","C17orf99","","chromosome 17 open reading frame 99(C17orf99)","Homo sapiens"
"100142659","CTAGE8","","CTAGE family member 8(CTAGE8)","Homo sapiens"
"100144596","LINC00029","","long intergenic non-protein coding RNA 29(LINC00029)","Homo sapiens"
"100144597","LINC01056","","long intergenic non-protein coding RNA 1056(LINC01056)","Homo sapiens"
"100144604","LINC00930","","long intergenic non-protein coding RNA 930(LINC00930)","Homo sapiens"
"100144748","KLLN","","killin, p53 regulated DNA replication inhibitor(KLLN)","Homo sapiens"
"100147744","RNU7-1","","RNA, U7 small nuclear 1(RNU7-1)","Homo sapiens"
"100151643","KRTAP20-4","","keratin associated protein 20-4(KRTAP20-4)","Homo sapiens"
"100151683","RNU4ATAC","","RNA, U4atac small nuclear(RNU4ATAC)","Homo sapiens"
"100151684","RNU6ATAC","","RNA, U6atac small nuclear(RNU6ATAC)","Homo sapiens"
"100158262","SCARNA9L","","small Cajal body-specific RNA 9 like(SCARNA9L)","Homo sapiens"
"100169751","RNA5S1","","RNA, 5S ribosomal 1(RNA5S1)","Homo sapiens"
"100169752","TEX36-AS1","","TEX36 antisense RNA 1(TEX36-AS1)","Homo sapiens"
"100169753","RNA5S2","","RNA, 5S ribosomal 2(RNA5S2)","Homo sapiens"
"100169754","RNA5S3","","RNA, 5S ribosomal 3(RNA5S3)","Homo sapiens"
"100169755","RNA5S4","","RNA, 5S ribosomal 4(RNA5S4)","Homo sapiens"
"100169756","RNA5S5","","RNA, 5S ribosomal 5(RNA5S5)","Homo sapiens"
"100169757","RNA5S6","","RNA, 5S ribosomal 6(RNA5S6)","Homo sapiens"
"100169758","RNA5S7","","RNA, 5S ribosomal 7(RNA5S7)","Homo sapiens"
"100169759","RNA5S8","","RNA, 5S ribosomal 8(RNA5S8)","Homo sapiens"
"100169760","RNA5S9","","RNA, 5S ribosomal 9(RNA5S9)","Homo sapiens"
"100169761","RNA5S10","","RNA, 5S ribosomal 10(RNA5S10)","Homo sapiens"
"100169762","RNA5S11","","RNA, 5S ribosomal 11(RNA5S11)","Homo sapiens"
"100169763","RNA5S12","","RNA, 5S ribosomal 12(RNA5S12)","Homo sapiens"
"100169764","RNA5S13","","RNA, 5S ribosomal 13(RNA5S13)","Homo sapiens"
"100169765","RNA5S14","","RNA, 5S ribosomal 14(RNA5S14)","Homo sapiens"
"100169766","RNA5S15","","RNA, 5S ribosomal 15(RNA5S15)","Homo sapiens"
"100169767","RNA5S16","","RNA, 5S ribosomal 16(RNA5S16)","Homo sapiens"
"100169768","RNA5S17","","RNA, 5S ribosomal 17(RNA5S17)","Homo sapiens"
"100169851","PATE3","","prostate and testis expressed 3(PATE3)","Homo sapiens"
"100169890","PEG3-AS1","","PEG3 antisense RNA 1(PEG3-AS1)","Homo sapiens"
"100169951","SNAR-A3","","small NF90 (ILF3) associated RNA A3(SNAR-A3)","Homo sapiens"
"100169952","SNAR-A5","","small NF90 (ILF3) associated RNA A5(SNAR-A5)","Homo sapiens"
"100169953","SNAR-A7","","small NF90 (ILF3) associated RNA A7(SNAR-A7)","Homo sapiens"
"100169954","SNAR-A11","","small NF90 (ILF3) associated RNA A11(SNAR-A11)","Homo sapiens"
"100169955","SNAR-A9","","small NF90 (ILF3) associated RNA A9(SNAR-A9)","Homo sapiens"
"100169956","SNAR-A4","","small NF90 (ILF3) associated RNA A4(SNAR-A4)","Homo sapiens"
"100169957","SNAR-A6","","small NF90 (ILF3) associated RNA A6(SNAR-A6)","Homo sapiens"
"100169958","SNAR-A8","","small NF90 (ILF3) associated RNA A8(SNAR-A8)","Homo sapiens"
"100169959","SNAR-A13","","small NF90 (ILF3) associated RNA A13(SNAR-A13)","Homo sapiens"
"100169989","DBIL5P2","","diazepam binding inhibitor-like 5 pseudogene 2(DBIL5P2)","Homo sapiens"
"100170216","SNAR-A10","","small NF90 (ILF3) associated RNA A10(SNAR-A10)","Homo sapiens"
"100170217","SNAR-B2","","small NF90 (ILF3) associated RNA B2(SNAR-B2)","Homo sapiens"
"100170218","SNAR-C2","","small NF90 (ILF3) associated RNA C2(SNAR-C2)","Homo sapiens"
"100170219","SNAR-C4","","small NF90 (ILF3) associated RNA C4(SNAR-C4)","Homo sapiens"
"100170220","SNAR-E","","small NF90 (ILF3) associated RNA E(SNAR-E)","Homo sapiens"
"100170221","SNAR-H","","small NF90 (ILF3) associated RNA H(SNAR-H)","Homo sapiens"
"100170222","SNAR-I","","small NF90 (ILF3) associated RNA I(SNAR-I)","Homo sapiens"
"100170223","SNAR-C5","","small NF90 (ILF3) associated RNA C5(SNAR-C5)","Homo sapiens"
"100170224","SNAR-B1","","small NF90 (ILF3) associated RNA B1(SNAR-B1)","Homo sapiens"
"100170225","SNAR-C1","","small NF90 (ILF3) associated RNA C1(SNAR-C1)","Homo sapiens"
"100170226","SNAR-C3","","small NF90 (ILF3) associated RNA C3(SNAR-C3)","Homo sapiens"
"100170227","SNAR-D","","small NF90 (ILF3) associated RNA D(SNAR-D)","Homo sapiens"
"100170228","SNAR-G2","","small NF90 (ILF3) associated RNA G2(SNAR-G2)","Homo sapiens"
"100170229","SRRM5","","serine/arginine repetitive matrix 5(SRRM5)","Homo sapiens"
"100187716","MIR1224","","microRNA 1224(MIR1224)","Homo sapiens"
"100188847","MIR1225","","microRNA 1225(MIR1225)","Homo sapiens"
"100188893","TOMM6","","translocase of outer mitochondrial membrane 6(TOMM6)","Homo sapiens"
"100188949","LINC00426","","long intergenic non-protein coding RNA 426(LINC00426)","Homo sapiens"
"100188953","LINC00092","","long intergenic non-protein coding RNA 92(LINC00092)","Homo sapiens"
"100188954","DNMBP-AS1","","DNMBP antisense RNA 1(DNMBP-AS1)","Homo sapiens"
"100189589","DCTN1-AS1","","DCTN1 antisense RNA 1(DCTN1-AS1)","Homo sapiens"
"100190938","RAMP2-AS1","","RAMP2 antisense RNA 1(RAMP2-AS1)","Homo sapiens"
"100190939","TPT1-AS1","","TPT1 antisense RNA 1(TPT1-AS1)","Homo sapiens"
"100190949","C5orf52","","chromosome 5 open reading frame 52(C5orf52)","Homo sapiens"
"100190986","LOC100190986","","uncharacterized LOC100190986(LOC100190986)","Homo sapiens"
"100191040","C2CD4D","","C2 calcium dependent domain containing 4D(C2CD4D)","Homo sapiens"
"100191063","SNAR-A14","","small NF90 (ILF3) associated RNA A14(SNAR-A14)","Homo sapiens"
"100192204","PPIAP30","","peptidylprolyl isomerase A pseudogene 30(PPIAP30)","Homo sapiens"
"100192378","ZFHX4-AS1","","ZFHX4 antisense RNA 1(ZFHX4-AS1)","Homo sapiens"
"100192379","PP12613","","uncharacterized LOC100192379(PP12613)","Homo sapiens"
"100192386","FLJ16779","","uncharacterized LOC100192386(FLJ16779)","Homo sapiens"
"100216479","FAR2P2","","fatty acyl-CoA reductase 2 pseudogene 2(FAR2P2)","Homo sapiens"
"100216545","KMT2E-AS1","","KMT2E antisense RNA 1(KMT2E-AS1)","Homo sapiens"
"100216546","LINC01004","","long intergenic non-protein coding RNA 1004(LINC01004)","Homo sapiens"
"100233156","LOC100233156","","tektin 4 pseudogene(LOC100233156)","Homo sapiens"
"100233209","PCED1B-AS1","","PCED1B antisense RNA 1(PCED1B-AS1)","Homo sapiens"
"100240728","LOC100240728","","uncharacterized LOC100240728(LOC100240728)","Homo sapiens"
"100240734","LOC100240734","","uncharacterized LOC100240734(LOC100240734)","Homo sapiens"
"100240735","LOC100240735","","uncharacterized LOC100240735(LOC100240735)","Homo sapiens"
"100270680","CASC11","","cancer susceptibility 11(CASC11)","Homo sapiens"
"100271702","LINC00940","","long intergenic non-protein coding RNA 940(LINC00940)","Homo sapiens"
"100271715","ARHGEF33","","Rho guanine nucleotide exchange factor 33(ARHGEF33)","Homo sapiens"
"100271722","LINC00899","","long intergenic non-protein coding RNA 899(LINC00899)","Homo sapiens"
"100271835","LIMS3-LOC440895","","LIMS3-LOC440895 readthrough(LIMS3-LOC440895)","Homo sapiens"
"100271846","ERVV-2","","endogenous retrovirus group V member 2, envelope(ERVV-2)","Homo sapiens"
"100271849","MEF2B","","myocyte enhancer factor 2B(MEF2B)","Homo sapiens"
"100271873","AIRN","","antisense of IGF2R non-protein coding RNA(AIRN)","Homo sapiens"
"100271874","ZNRF2P2","","zinc and ring finger 2 pseudogene 2(ZNRF2P2)","Homo sapiens"
"100271927","RASA4B","","RAS p21 protein activator 4B(RASA4B)","Homo sapiens"
"100272147","CMC4","","C-X9-C motif containing 4(CMC4)","Homo sapiens"
"100272217","LOC100272217","","uncharacterized LOC100272217(LOC100272217)","Homo sapiens"
"100286844","BCDIN3D-AS1","","BCDIN3D antisense RNA 1(BCDIN3D-AS1)","Homo sapiens"
"100286938","VPS13A-AS1","","VPS13A antisense RNA 1(VPS13A-AS1)","Homo sapiens"
"100286979","ANAPC1P1","","ANAPC1 pseudogene 1(ANAPC1P1)","Homo sapiens"
"100287010","LOC100287010","","uncharacterized LOC100287010(LOC100287010)","Homo sapiens"
"100287013","FAM86KP","","family with sequence similarity 86 member K, pseudogene(FAM86KP)","Homo sapiens"
"100287029","DDX11L10","","DEAD/H-box helicase 11 like 10 (pseudogene)(DDX11L10)","Homo sapiens"
"100287063","GEMIN2P2","","gem nuclear organelle associated protein 2 pseudogene 2(GEMIN2P2)","Homo sapiens"
"100287072","LOC100287072","","ribosomal protein S6 kinase B1 pseudogene(LOC100287072)","Homo sapiens"
"100287083","DEFT1P2","","defensin theta 1, pseudogene 2(DEFT1P2)","Homo sapiens"
"100287102","DDX11L1","","DEAD/H-box helicase 11 like 1 (pseudogene)(DDX11L1)","Homo sapiens"
"100287114","LINC00421","","long intergenic non-protein coding RNA 421(LINC00421)","Homo sapiens"
"100287128","IGHV1OR15-2","","immunoglobulin heavy variable 1/OR15-2 (pseudogene)(IGHV1OR15-2)","Homo sapiens"
"100287144","USP17L10","","ubiquitin specific peptidase 17 like family member 10(USP17L10)","Homo sapiens"
"100287175","LOC100287175","","uncharacterized LOC100287175(LOC100287175)","Homo sapiens"
"100287178","USP17L11","","ubiquitin specific peptidase 17 like family member 11(USP17L11)","Homo sapiens"
"100287205","USP17L12","","ubiquitin specific peptidase 17 like family member 12(USP17L12)","Homo sapiens"
"100287216","SH3RF3-AS1","","SH3RF3 antisense RNA 1(SH3RF3-AS1)","Homo sapiens"
"100287226","ZNF729","","zinc finger protein 729(ZNF729)","Homo sapiens"
"100287227","TIPARP-AS1","","TIPARP antisense RNA 1(TIPARP-AS1)","Homo sapiens"
"100287238","USP17L13","","ubiquitin specific peptidase 17 like family member 13(USP17L13)","Homo sapiens"
"100287243","LOC100287243","","Y-box-binding protein 1-like(LOC100287243)","Homo sapiens"
"100287284","MANSC4","","MANSC domain containing 4(MANSC4)","Homo sapiens"
